date,Predictions,Ground Truths
2001-06-15,-0.208020242214793,-0.5088249915984847
2001-06-22,-0.10454541945903584,-0.4032304350831042
2001-06-29,-0.3506749875807819,-0.3732416639486418
2001-07-06,-0.285478523301679,-0.1922335679251086
2001-07-13,-0.26991172325394375,-0.0844475071015956
2001-07-20,-0.2208981032961736,-0.1042750339019072
2001-07-27,-0.16589031588841763,-0.1058400698915007
2001-08-03,-0.13977301497962152,-0.2754629168133002
2001-08-10,-0.31557956391611286,-0.3474504717822128
2001-08-17,-0.35326385040642505,-0.4560373058674892
2001-08-24,-0.3540507423381162,-0.1530630300509499
2001-08-31,-0.07438231448980553,0.8477383843131187
2001-09-07,0.482728539409325,0.7972518979229358
2001-09-14,0.6780085981185989,0.8215653945605232
2001-09-21,0.47718414526391667,0.9190485985531374
