,Dow Jones,S&P500,GDP,CPI,Inflation,BDI,BDI_return,BDI_vol,30_yield,3m_yield,7_yield
1986-01-24,1529.93,206.42999267578125,4517.4635333333335,92.42903225806452,3.972518874193548,831.0,-0.06521518745413132,0.030737323361446564,945.0,719.0,906.0
1986-01-31,1570.99,211.77999877929688,4520.376,90.21612903225807,3.9714849967741936,796.0,-0.043030609011065146,0.015686865854857002,934.0,719.0,888.0
1986-02-07,1613.42,214.55999755859375,4523.288466666667,88.67857142857143,3.8660986285714287,780.0,-0.02030526616074557,0.016069244034250207,932.0,744.0,895.0
1986-02-14,1664.45,219.75999450683594,4526.2009333333335,87.25357142857143,3.7433201785714285,749.0,-0.040554936166417914,0.01431867897780076,893.0,724.0,853.0
1986-02-21,1697.71,224.6199951171875,4529.1134,85.82857142857144,3.6205417285714288,737.0,-0.016151091327882845,0.017256124172352484,873.0,720.0,840.0
1986-02-28,1709.06,226.9199981689453,4532.025866666667,84.40357142857142,3.4977632785714285,739.0,0.002710028758865158,0.013336825914113342,827.0,724.0,805.0
1986-03-07,1699.83,225.57000732421875,4534.9383333333335,83.2709677419355,3.390678570967742,743.5,0.006070844952007954,0.0023764559204930047,815.0,681.0,780.0
1986-03-14,1792.74,236.5500030517578,4537.8508,82.18709677419355,3.2862094870967744,744.5,0.0013440862238539562,0.003342323149710516,795.0,674.0,762.0
1986-03-21,1768.56,233.33999633789062,4540.763266666667,81.10322580645162,3.1817404032258065,733.5,-0.014885254541027222,0.01147587690903478,798.0,661.0,770.0
1986-03-28,1821.72,238.97000122070312,4543.6757333333335,80.01935483870969,3.0772713193548387,727.5,-0.008213598537388856,0.004717573201916692,763.0,653.0,735.0
