"날짜","종가","시가","고가","저가","거래량","변동 %"
"2003- 03- 09","31.38","34.55","34.55","30.55","128.50K","-7.98%"
"2003- 03- 02","34.10","32.45","34.20","32.01","188.48K","4.00%"
"2003- 02- 23","32.79","32.55","33.94","32.20","225.75K","1.61%"
"2003- 02- 16","32.27","32.66","32.66","31.54","163.26K","-0.71%"
"2003- 02- 09","32.50","32.60","33.10","31.58","186.69K","0.49%"
"2003- 02- 02","32.34","30.89","32.50","30.10","189.54K","3.99%"
"2003- 01- 26","31.10","30.75","31.39","29.83","193.63K","2.00%"
"2003- 01- 19","30.49","30.75","31.21","29.60","218.62K","-0.16%"
"2003- 01- 12","30.54","29.30","31.80","29.20","144.42K","2.93%"
"2003- 01- 05","29.67","30.69","30.88","27.85","219.41K","-3.57%"
"2002- 12- 29","30.77","30.60","31.02","28.64","107.39K","2.02%"
"2002- 12- 22","30.16","28.90","30.39","28.82","71.30K","6.42%"
"2002- 12- 15","28.34","27.71","29.40","27.55","190.95K","4.15%"
"2002- 12- 08","27.21","25.90","27.74","25.47","173.51K","6.87%"
"2002- 12- 01","25.46","25.35","26.10","25.12","194.19K","1.19%"
"2002- 11- 24","25.16","25.51","25.71","24.65","169.35K","-0.20%"
"2002- 11- 17","25.21","23.59","25.33","23.52","222.07K","7.97%"
"2002- 11- 10","23.35","23.75","24.30","22.56","185.18K","-0.98%"
"2002- 11- 03","23.58","25.25","25.54","23.25","256.90K","-7.20%"
"2002- 10- 27","25.41","25.60","26.05","25.05","187.92K","-0.20%"
"2002- 10- 20","25.46","27.72","27.75","25.35","233.68K","-8.55%"
"2002- 10- 13","27.84","28.06","28.78","27.55","131.46K","-0.54%"
"2002- 10- 06","27.99","28.50","28.60","27.35","145.45K","-0.46%"
"2002- 09- 29","28.12","29.30","29.39","27.90","185.78K","-2.63%"
"2002- 09- 22","28.88","28.86","29.88","28.66","159.71K","1.58%"
"2002- 09- 15","28.43","28.68","28.70","27.27","182.40K","0.42%"
"2002- 09- 08","28.31","28.61","29.02","27.48","115.93K","0.07%"
"2002- 09- 01","28.29","27.40","28.95","26.45","187.46K","2.99%"
"2002- 08- 25","27.47","27.68","27.92","26.77","141.55K","1.78%"
"2002- 08- 18","26.99","26.80","27.68","26.75","202.52K","-0.04%"
"2002- 08- 11","27.00","25.30","27.20","25.00","132.01K","6.55%"
"2002- 08- 04","25.34","25.35","25.56","24.73","146.87K","0.12%"
"2002- 07- 28","25.31","25.03","26.01","24.65","179.42K","1.12%"
"2002- 07- 21","25.03","25.23","26.15","24.65","207.32K","-5.30%"
"2002- 07- 14","26.43","26.50","26.66","25.85","170.36K","0.42%"
"2002- 07- 07","26.32","25.70","26.44","24.75","146.75K","2.29%"
"2002- 06- 30","25.73","25.50","25.97","25.39","122.67K","0.59%"
"2002- 06- 23","25.58","24.89","25.85","24.66","188.28K","3.35%"
"2002- 06- 16","24.75","25.28","25.64","24.35","190.95K","-0.96%"
"2002- 06- 09","24.99","23.94","25.10","23.22","166.67K","4.17%"
"2002- 06- 02","23.99","24.10","24.55","23.63","97.89K","-1.88%"
"2002- 05- 26","24.45","25.27","25.30","23.93","179.03K","-2.90%"
"2002- 05- 19","25.18","26.36","26.67","24.98","235.28K","-4.48%"
"2002- 05- 12","26.36","25.90","27.35","25.75","141.78K","-0.08%"
"2002- 05- 05","26.38","25.40","26.56","24.78","133.75K","2.45%"
"2002- 04- 28","25.75","25.95","26.73","24.79","200.34K","-1.68%"
"2002- 04- 21","26.19","26.30","26.39","25.32","212.90K","1.32%"
"2002- 04- 14","25.85","24.62","26.05","24.08","221.55K","6.42%"
"2002- 04- 07","24.29","26.78","27.43","23.81","147.16K","-6.54%"
"2002- 03- 31","25.99","26.36","28.15","25.30","169.78K","0.27%"
"2002- 03- 24","25.92","25.15","25.95","24.65","133.87K","2.21%"
"2002- 03- 17","25.36","24.40","25.68","24.16","191.03K","3.30%"
"2002- 03- 10","24.55","23.80","24.85","23.37","124.58K","5.23%"
"2002- 03- 03","23.33","21.85","24.15","21.62","193.71K","6.58%"
"2002- 02- 24","21.89","20.30","22.25","19.85","229.43K","7.46%"
"2002- 02- 17","20.37","20.87","20.89","19.80","137.47K","-2.40%"
"2002- 02- 10","20.87","19.65","21.71","19.50","180.87K","5.83%"
"2002- 02- 03","19.72","19.80","19.92","18.85","162.83K","-1.30%"
"2002- 01- 27","19.98","19.60","20.03","18.38","202.17K","3.15%"
"2002- 01- 20","19.37","18.52","19.60","18.41","168.09K","4.99%"
"2002- 01- 13","18.45","20.60","20.68","18.23","133.69K","-11.55%"
"2002- 01- 06","20.86","22.00","22.40","20.45","157.45K","-5.95%"
"2001- 12- 30","22.18","20.20","22.20","19.46","107.34K","9.26%"
"2001- 12- 23","20.30","19.58","20.90","19.32","60.06K","4.86%"
"2001- 12- 16","19.36","19.05","19.86","18.65","159.55K","5.33%"
"2001- 12- 09","18.38","18.70","18.70","17.70","129.10K","-3.42%"
"2001- 12- 02","19.03","18.92","20.25","17.75","177.30K","-0.57%"
"2001- 11- 25","19.14","18.60","19.22","17.98","173.95K","-0.73%"
"2001- 11- 18","19.28","17.40","20.08","16.65","196.11K","8.62%"
"2001- 11- 11","17.75","21.63","21.63","16.80","159.32K","-16.98%"
"2001- 11- 04","21.38","19.72","21.65","18.81","161.89K","8.14%"
"2001- 10- 28","19.77","21.25","21.52","19.04","179.46K","-5.95%"
"2001- 10- 21","21.02","21.33","21.59","20.53","181.02K","-1.55%"
"2001- 10- 14","21.35","21.70","21.93","20.32","129.60K","-1.75%"
"2001- 10- 07","21.73","21.80","23.02","21.22","120.78K","0.46%"
"2001- 09- 30","21.63","23.20","23.25","21.29","162.19K","-7.01%"
"2001- 09- 23","23.26","25.10","25.16","20.70","262.19K","-8.57%"
"2001- 09- 16","25.44","29.43","29.80","25.29","282.23K","-13.56%"
"2001- 09- 09","29.43","27.60","31.05","27.25","173.95K","6.28%"
"2001- 09- 02","27.69","26.50","27.80","26.06","160.71K","4.85%"
"2001- 08- 26","26.41","25.85","26.79","25.80","119.54K","1.77%"
"2001- 08- 19","25.95","24.68","26.20","24.50","164.99K","4.93%"
"2001- 08- 12","24.73","26.15","26.33","24.65","128.75K","-4.81%"
"2001- 08- 05","25.98","25.62","26.55","25.51","110.69K","1.13%"
"2001- 07- 29","25.69","25.19","26.18","24.67","121.19K","1.98%"
"2001- 07- 22","25.19","25.10","25.51","24.70","149.52K","2.23%"
"2001- 07- 15","24.64","24.95","25.54","23.97","173.15K","-1.32%"
"2001- 07- 08","24.97","26.70","26.76","24.53","156.72K","-6.86%"
"2001- 07- 01","26.81","26.30","26.90","25.07","132.71K","2.80%"
"2001- 06- 24","26.08","26.65","27.31","24.91","189.70K","-1.92%"
"2001- 06- 17","26.59","28.08","28.08","25.87","205.79K","-5.44%"
"2001- 06- 10","28.12","29.72","30.00","27.98","104.41K","-4.48%"
"2001- 06- 03","29.44","29.43","29.71","28.43","131.28K","1.27%"
"2001- 05- 27","29.07","28.47","29.35","28.38","128.00K","2.07%"
"2001- 05- 20","28.48","29.68","29.68","28.20","176.38K","-3.10%"
"2001- 05- 13","29.39","28.19","29.45","27.78","103.83K","4.26%"
"2001- 05- 06","28.19","27.60","28.80","27.50","79.25K","0.00%"
"2001- 04- 29","28.19","27.90","28.48","27.01","160.76K","1.44%"
"2001- 04- 22","27.79","26.35","28.00","26.20","165.37K","5.31%"
"2001- 04- 15","26.39","27.95","28.25","26.35","145.00K","-3.58%"
"2001- 04- 08","27.37","25.15","27.87","25.08","109.55K","8.74%"
"2001- 04- 01","25.17","24.85","25.95","24.10","148.28K","1.74%"
"2001- 03- 25","24.74","25.54","25.97","24.33","155.58K","-2.52%"
"2001- 03- 18","25.38","25.30","25.58","24.50","175.09K","1.32%"
"2001- 03- 11","25.05","26.10","26.25","23.75","126.09K","-4.86%"
"2001- 03- 04","26.33","26.18","27.25","26.18","116.38K","1.27%"
"2001- 02- 25","26.00","26.50","26.67","25.40","146.43K","-1.96%"
"2001- 02- 18","26.52","27.40","27.62","26.05","132.89K","-1.38%"
"2001- 02- 11","26.89","29.30","29.39","26.35","135.03K","-8.07%"
"2001- 02- 04","29.25","29.20","30.36","28.08","95.52K","0.21%"
"2001- 01- 28","29.19","26.85","29.30","26.25","171.93K","8.19%"
"2001- 01- 21","26.98","26.90","27.28","25.83","152.22K","-0.22%"
"2001- 01- 14","27.04","25.98","27.16","24.33","148.36K","5.01%"
"2001- 01- 07","25.75","25.33","25.90","24.12","131.12K","2.26%"
"2000- 12- 31","25.18","24.40","26.02","24.20","129.40K","5.49%"
"2000- 12- 24","23.87","24.30","24.54","23.02","64.73K","0.89%"
"2000- 12- 17","23.66","26.14","26.84","22.90","149.60K","-8.61%"
"2000- 12- 10","25.89","26.98","27.82","25.00","85.80K","-2.52%"
"2000- 12- 03","26.56","30.50","30.81","26.13","171.98K","-11.97%"
"2000- 11- 26","30.17","33.00","33.45","30.10","160.10K","-8.91%"
"2000- 11- 19","33.12","33.38","33.95","32.65","102.92K","0.12%"
"2000- 11- 12","33.08","32.30","34.00","31.95","107.90K","3.31%"
"2000- 11- 05","32.02","30.63","32.20","30.40","125.04K","3.79%"
"2000- 10- 29","30.85","30.74","31.71","30.32","131.04K","-0.32%"
"2000- 10- 22","30.95","32.05","32.29","30.75","147.38K","-2.12%"
"2000- 10- 15","31.62","31.95","32.97","30.56","148.67K","-2.77%"
"2000- 10- 08","32.52","30.70","35.30","30.24","109.39K","8.04%"
"2000- 10- 01","30.10","30.20","31.27","29.42","110.67K","0.87%"
"2000- 09- 24","29.84","30.25","31.27","29.25","175.06K","-4.51%"
"2000- 09- 17","31.25","33.80","34.98","31.20","218.40K","-8.03%"
"2000- 09- 10","33.98","32.20","34.37","31.30","142.29K","3.66%"
"2000- 09- 03","32.78","31.95","34.60","31.95","160.77K","2.92%"
"2000- 08- 27","31.85","31.49","32.12","30.67","92.79K","4.80%"
"2000- 08- 20","30.39","30.60","31.24","29.90","154.01K","-0.16%"
"2000- 08- 13","30.44","30.50","32.80","30.00","106.95K","-0.43%"
"2000- 08- 06","30.57","29.45","31.44","28.37","112.67K","4.09%"
"2000- 07- 30","29.37","27.35","29.55","26.65","140.39K","7.35%"
"2000- 07- 23","27.36","27.50","27.67","26.78","155.79K","-0.58%"
"2000- 07- 16","27.52","28.90","29.80","27.47","200.66K","-7.90%"
"2000- 07- 09","29.88","29.35","30.30","28.51","121.23K","0.61%"
"2000- 07- 02","29.70","30.65","31.25","28.55","157.31K","-2.85%"
"2000- 06- 25","30.57","30.65","31.15","29.36","141.82K","0.59%"
"2000- 06- 18","30.39","27.95","30.60","27.58","180.62K","7.20%"
"2000- 06- 11","28.35","29.85","31.70","27.69","148.10K","-4.16%"
"2000- 06- 04","29.58","29.40","29.63","27.90","140.56K","1.82%"
"2000- 05- 28","29.05","28.65","29.52","28.20","112.20K","-0.58%"
"2000- 05- 21","29.22","28.55","29.47","27.10","152.17K","2.20%"
"2000- 05- 14","28.59","27.64","29.20","27.48","139.71K","1.93%"
"2000- 05- 07","28.05","25.30","28.38","25.25","123.25K","10.91%"
"2000- 04- 30","25.29","24.10","25.70","24.05","127.58K","5.86%"
"2000- 04- 23","23.89","23.85","24.35","22.95","128.47K","0.25%"
"2000- 04- 16","23.83","22.15","24.00","21.90","127.44K","6.34%"
"2000- 04- 09","22.41","22.40","23.20","21.30","130.42K","-0.75%"
"2000- 04- 02","22.58","25.00","25.22","22.50","134.00K","-8.84%"
"2000- 03- 26","24.77","25.65","25.96","24.25","158.26K","-4.40%"
"2000- 03- 19","25.91","26.40","26.43","25.14","163.34K","-2.45%"
"2000- 03- 12","26.56","28.90","29.13","26.45","115.84K","-8.22%"
"2000- 03- 05","28.94","28.95","31.95","28.30","139.34K","-0.17%"
"2000- 02- 27","28.99","27.20","29.47","27.20","143.38K","5.49%"
"2000- 02- 20","27.48","26.35","28.00","25.73","147.88K","4.81%"
"2000- 02- 13","26.22","27.85","28.78","26.20","125.26K","-5.75%"
"2000- 02- 06","27.82","26.85","28.20","26.06","148.84K","2.77%"
"2000- 01- 30","27.07","25.40","27.10","25.21","185.63K","5.41%"
"2000- 01- 23","25.68","26.68","26.95","25.38","171.39K","-2.54%"
"2000- 01- 16","26.35","25.55","27.11","25.42","188.49K","3.46%"
"2000- 01- 09","25.47","23.04","25.56","23.04","103.38K","10.31%"
